,air_store_id,visit_datetime,reserve_visitors
2769,air_0a74a5408a0b8642,2017-03-12 00:00:00+00:00,21.0
2770,air_0a74a5408a0b8642,2017-03-13 00:00:00+00:00,19.0
2771,air_0a74a5408a0b8642,2017-03-14 00:00:00+00:00,45.0
2772,air_0a74a5408a0b8642,2017-03-15 00:00:00+00:00,26.0
2773,air_0a74a5408a0b8642,2017-03-16 00:00:00+00:00,46.0
2774,air_0a74a5408a0b8642,2017-03-17 00:00:00+00:00,40.0
2775,air_0a74a5408a0b8642,2017-03-18 00:00:00+00:00,47.0
2776,air_0a74a5408a0b8642,2017-03-19 00:00:00+00:00,40.0
2777,air_0a74a5408a0b8642,2017-03-20 00:00:00+00:00,43.0
2778,air_0a74a5408a0b8642,2017-03-21 00:00:00+00:00,41.0
2779,air_0a74a5408a0b8642,2017-03-22 00:00:00+00:00,34.0
2780,air_0a74a5408a0b8642,2017-03-23 00:00:00+00:00,32.0
2781,air_0a74a5408a0b8642,2017-03-24 00:00:00+00:00,48.0
2782,air_0a74a5408a0b8642,2017-03-25 00:00:00+00:00,36.0
2783,air_0a74a5408a0b8642,2017-03-26 00:00:00+00:00,41.0
2784,air_0a74a5408a0b8642,2017-03-27 00:00:00+00:00,31.0
2785,air_0a74a5408a0b8642,2017-03-28 00:00:00+00:00,28.0
2786,air_0a74a5408a0b8642,2017-03-29 00:00:00+00:00,8.0
2787,air_0a74a5408a0b8642,2017-03-30 00:00:00+00:00,35.0
2788,air_0a74a5408a0b8642,2017-03-31 00:00:00+00:00,39.0
2789,air_0a74a5408a0b8642,2017-04-01 00:00:00+00:00,35.0
2790,air_0a74a5408a0b8642,2017-04-02 00:00:00+00:00,18.0
2791,air_0a74a5408a0b8642,2017-04-03 00:00:00+00:00,25.0
2792,air_0a74a5408a0b8642,2017-04-04 00:00:00+00:00,24.0
2793,air_0a74a5408a0b8642,2017-04-05 00:00:00+00:00,28.0
2794,air_0a74a5408a0b8642,2017-04-06 00:00:00+00:00,24.0
2795,air_0a74a5408a0b8642,2017-04-07 00:00:00+00:00,33.0
2796,air_0a74a5408a0b8642,2017-04-08 00:00:00+00:00,33.0
2797,air_0a74a5408a0b8642,2017-04-09 00:00:00+00:00,18.0
2798,air_0a74a5408a0b8642,2017-04-10 00:00:00+00:00,22.0
2799,air_0a74a5408a0b8642,2017-04-11 00:00:00+00:00,20.0
2800,air_0a74a5408a0b8642,2017-04-12 00:00:00+00:00,11.0
2801,air_0a74a5408a0b8642,2017-04-13 00:00:00+00:00,21.0
2802,air_0a74a5408a0b8642,2017-04-14 00:00:00+00:00,42.0
2803,air_0a74a5408a0b8642,2017-04-15 00:00:00+00:00,49.0
2804,air_0a74a5408a0b8642,2017-04-16 00:00:00+00:00,16.0
2805,air_0a74a5408a0b8642,2017-04-17 00:00:00+00:00,23.0
2806,air_0a74a5408a0b8642,2017-04-18 00:00:00+00:00,19.0
2807,air_0a74a5408a0b8642,2017-04-19 00:00:00+00:00,28.0
2808,air_0a74a5408a0b8642,2017-04-20 00:00:00+00:00,14.0
2809,air_0a74a5408a0b8642,2017-04-21 00:00:00+00:00,25.0
2810,air_0a74a5408a0b8642,2017-04-22 00:00:00+00:00,48.0
2811,air_0a74a5408a0b8642,2017-04-23 00:00:00+00:00,
2812,air_0a74a5408a0b8642,2017-04-24 00:00:00+00:00,2.0
2813,air_0a74a5408a0b8642,2017-04-25 00:00:00+00:00,2.0
2814,air_0a74a5408a0b8642,2017-04-26 00:00:00+00:00,1.0
2815,air_0a74a5408a0b8642,2017-04-27 00:00:00+00:00,
2816,air_0a74a5408a0b8642,2017-04-28 00:00:00+00:00,2.0
2817,air_0a74a5408a0b8642,2017-04-29 00:00:00+00:00,2.0
2818,air_0a74a5408a0b8642,2017-04-30 00:00:00+00:00,
2819,air_0a74a5408a0b8642,2017-05-01 00:00:00+00:00,
2820,air_0a74a5408a0b8642,2017-05-02 00:00:00+00:00,
2821,air_0a74a5408a0b8642,2017-05-03 00:00:00+00:00,
2822,air_0a74a5408a0b8642,2017-05-04 00:00:00+00:00,
2823,air_0a74a5408a0b8642,2017-05-05 00:00:00+00:00,4.0
2824,air_0a74a5408a0b8642,2017-05-06 00:00:00+00:00,
2825,air_0a74a5408a0b8642,2017-05-07 00:00:00+00:00,
2826,air_0a74a5408a0b8642,2017-05-08 00:00:00+00:00,
2827,air_0a74a5408a0b8642,2017-05-09 00:00:00+00:00,
2828,air_0a74a5408a0b8642,2017-05-10 00:00:00+00:00,4.0
2829,air_0a74a5408a0b8642,2017-05-11 00:00:00+00:00,
2830,air_0a74a5408a0b8642,2017-05-12 00:00:00+00:00,
2831,air_0a74a5408a0b8642,2017-05-13 00:00:00+00:00,
2832,air_0a74a5408a0b8642,2017-05-14 00:00:00+00:00,
2833,air_0a74a5408a0b8642,2017-05-15 00:00:00+00:00,
2834,air_0a74a5408a0b8642,2017-05-16 00:00:00+00:00,
2835,air_0a74a5408a0b8642,2017-05-17 00:00:00+00:00,3.0
2836,air_0a74a5408a0b8642,2017-05-18 00:00:00+00:00,8.0
2837,air_0a74a5408a0b8642,2017-05-19 00:00:00+00:00,14.0
2838,air_0a74a5408a0b8642,2017-05-20 00:00:00+00:00,
2839,air_0a74a5408a0b8642,2017-05-21 00:00:00+00:00,4.0
2840,air_0a74a5408a0b8642,2017-05-22 00:00:00+00:00,
2841,air_0a74a5408a0b8642,2017-05-23 00:00:00+00:00,
2842,air_0a74a5408a0b8642,2017-05-24 00:00:00+00:00,3.0
2843,air_0b184ec04c741a6a,2016-01-12 00:00:00+00:00,2.0
2844,air_0b184ec04c741a6a,2016-01-13 00:00:00+00:00,4.0
2845,air_0b184ec04c741a6a,2016-01-14 00:00:00+00:00,3.0
2846,air_0b184ec04c741a6a,2016-01-15 00:00:00+00:00,
2847,air_0b184ec04c741a6a,2016-01-16 00:00:00+00:00,
2848,air_0b184ec04c741a6a,2016-01-17 00:00:00+00:00,
2849,air_0b184ec04c741a6a,2016-01-18 00:00:00+00:00,
2850,air_0b184ec04c741a6a,2016-01-19 00:00:00+00:00,4.0
2851,air_0b184ec04c741a6a,2016-01-20 00:00:00+00:00,4.0
2852,air_0b184ec04c741a6a,2016-01-21 00:00:00+00:00,2.0
2853,air_0b184ec04c741a6a,2016-01-22 00:00:00+00:00,5.0
2854,air_0b184ec04c741a6a,2016-01-23 00:00:00+00:00,
2855,air_0b184ec04c741a6a,2016-01-24 00:00:00+00:00,
2856,air_0b184ec04c741a6a,2016-01-25 00:00:00+00:00,
2857,air_0b184ec04c741a6a,2016-01-26 00:00:00+00:00,
2858,air_0b184ec04c741a6a,2016-01-27 00:00:00+00:00,6.0
2859,air_0b184ec04c741a6a,2016-01-28 00:00:00+00:00,3.0
2860,air_0b184ec04c741a6a,2016-01-29 00:00:00+00:00,
2861,air_0b184ec04c741a6a,2016-01-30 00:00:00+00:00,
2862,air_0b184ec04c741a6a,2016-01-31 00:00:00+00:00,
2863,air_0b184ec04c741a6a,2016-02-01 00:00:00+00:00,2.0
2864,air_0b184ec04c741a6a,2016-02-02 00:00:00+00:00,10.0
2865,air_0b184ec04c741a6a,2016-02-03 00:00:00+00:00,11.0
2866,air_0b184ec04c741a6a,2016-02-04 00:00:00+00:00,11.0
2867,air_0b184ec04c741a6a,2016-02-05 00:00:00+00:00,7.0
2868,air_0b184ec04c741a6a,2016-02-06 00:00:00+00:00,
2869,air_0b184ec04c741a6a,2016-02-07 00:00:00+00:00,
2870,air_0b184ec04c741a6a,2016-02-08 00:00:00+00:00,
2871,air_0b184ec04c741a6a,2016-02-09 00:00:00+00:00,7.0
2872,air_0b184ec04c741a6a,2016-02-10 00:00:00+00:00,3.0
2873,air_0b184ec04c741a6a,2016-02-11 00:00:00+00:00,6.0
2874,air_0b184ec04c741a6a,2016-02-12 00:00:00+00:00,12.0
2875,air_0b184ec04c741a6a,2016-02-13 00:00:00+00:00,
2876,air_0b184ec04c741a6a,2016-02-14 00:00:00+00:00,
2877,air_0b184ec04c741a6a,2016-02-15 00:00:00+00:00,6.0
2878,air_0b184ec04c741a6a,2016-02-16 00:00:00+00:00,14.0
2879,air_0b184ec04c741a6a,2016-02-17 00:00:00+00:00,7.0
2880,air_0b184ec04c741a6a,2016-02-18 00:00:00+00:00,5.0
2881,air_0b184ec04c741a6a,2016-02-19 00:00:00+00:00,15.0
2882,air_0b184ec04c741a6a,2016-02-20 00:00:00+00:00,
2883,air_0b184ec04c741a6a,2016-02-21 00:00:00+00:00,
2884,air_0b184ec04c741a6a,2016-02-22 00:00:00+00:00,10.0
2885,air_0b184ec04c741a6a,2016-02-23 00:00:00+00:00,11.0
2886,air_0b184ec04c741a6a,2016-02-24 00:00:00+00:00,7.0
2887,air_0b184ec04c741a6a,2016-02-25 00:00:00+00:00,11.0
2888,air_0b184ec04c741a6a,2016-02-26 00:00:00+00:00,12.0
2889,air_0b184ec04c741a6a,2016-02-27 00:00:00+00:00,
2890,air_0b184ec04c741a6a,2016-02-28 00:00:00+00:00,
2891,air_0b184ec04c741a6a,2016-02-29 00:00:00+00:00,13.0
2892,air_0b184ec04c741a6a,2016-03-01 00:00:00+00:00,7.0
2893,air_0b184ec04c741a6a,2016-03-02 00:00:00+00:00,8.0
2894,air_0b184ec04c741a6a,2016-03-03 00:00:00+00:00,7.0
2895,air_0b184ec04c741a6a,2016-03-04 00:00:00+00:00,
2896,air_0b184ec04c741a6a,2016-03-05 00:00:00+00:00,
2897,air_0b184ec04c741a6a,2016-03-06 00:00:00+00:00,
2898,air_0b184ec04c741a6a,2016-03-07 00:00:00+00:00,4.0
2899,air_0b184ec04c741a6a,2016-03-08 00:00:00+00:00,8.0
2900,air_0b184ec04c741a6a,2016-03-09 00:00:00+00:00,14.0
2901,air_0b184ec04c741a6a,2016-03-10 00:00:00+00:00,15.0
2902,air_0b184ec04c741a6a,2016-03-11 00:00:00+00:00,12.0
2903,air_0b184ec04c741a6a,2016-03-12 00:00:00+00:00,2.0
2904,air_0b184ec04c741a6a,2016-03-13 00:00:00+00:00,
2905,air_0b184ec04c741a6a,2016-03-14 00:00:00+00:00,
2906,air_0b184ec04c741a6a,2016-03-15 00:00:00+00:00,5.0
2907,air_0b184ec04c741a6a,2016-03-16 00:00:00+00:00,10.0
2908,air_0b184ec04c741a6a,2016-03-17 00:00:00+00:00,8.0
2909,air_0b184ec04c741a6a,2016-03-18 00:00:00+00:00,8.0
2910,air_0b184ec04c741a6a,2016-03-19 00:00:00+00:00,
2911,air_0b184ec04c741a6a,2016-03-20 00:00:00+00:00,
2912,air_0b184ec04c741a6a,2016-03-21 00:00:00+00:00,
2913,air_0b184ec04c741a6a,2016-03-22 00:00:00+00:00,12.0
2914,air_0b184ec04c741a6a,2016-03-23 00:00:00+00:00,2.0
2915,air_0b184ec04c741a6a,2016-03-24 00:00:00+00:00,11.0
2916,air_0b184ec04c741a6a,2016-03-25 00:00:00+00:00,12.0
2917,air_0b184ec04c741a6a,2016-03-26 00:00:00+00:00,8.0
2918,air_0b184ec04c741a6a,2016-03-27 00:00:00+00:00,
2919,air_0b184ec04c741a6a,2016-03-28 00:00:00+00:00,3.0
2920,air_0b184ec04c741a6a,2016-03-29 00:00:00+00:00,7.0
2921,air_0b184ec04c741a6a,2016-03-30 00:00:00+00:00,13.0
2922,air_0b184ec04c741a6a,2016-03-31 00:00:00+00:00,15.0
2923,air_0b184ec04c741a6a,2016-04-01 00:00:00+00:00,
2924,air_0b184ec04c741a6a,2016-04-02 00:00:00+00:00,15.0
2925,air_0b184ec04c741a6a,2016-04-03 00:00:00+00:00,
2926,air_0b184ec04c741a6a,2016-04-04 00:00:00+00:00,16.0
2927,air_0b184ec04c741a6a,2016-04-05 00:00:00+00:00,13.0
2928,air_0b184ec04c741a6a,2016-04-06 00:00:00+00:00,16.0
2929,air_0b184ec04c741a6a,2016-04-07 00:00:00+00:00,3.0
2930,air_0b184ec04c741a6a,2016-04-08 00:00:00+00:00,27.0
2931,air_0b184ec04c741a6a,2016-04-09 00:00:00+00:00,3.0
2932,air_0b184ec04c741a6a,2016-04-10 00:00:00+00:00,
2933,air_0b184ec04c741a6a,2016-04-11 00:00:00+00:00,5.0
2934,air_0b184ec04c741a6a,2016-04-12 00:00:00+00:00,10.0
2935,air_0b184ec04c741a6a,2016-04-13 00:00:00+00:00,12.0
2936,air_0b184ec04c741a6a,2016-04-14 00:00:00+00:00,23.0
2937,air_0b184ec04c741a6a,2016-04-15 00:00:00+00:00,19.0
2938,air_0b184ec04c741a6a,2016-04-16 00:00:00+00:00,
2939,air_0b184ec04c741a6a,2016-04-17 00:00:00+00:00,
2940,air_0b184ec04c741a6a,2016-04-18 00:00:00+00:00,28.0
2941,air_0b184ec04c741a6a,2016-04-19 00:00:00+00:00,13.0
2942,air_0b184ec04c741a6a,2016-04-20 00:00:00+00:00,25.0
2943,air_0b184ec04c741a6a,2016-04-21 00:00:00+00:00,21.0
2944,air_0b184ec04c741a6a,2016-04-22 00:00:00+00:00,23.0
2945,air_0b184ec04c741a6a,2016-04-23 00:00:00+00:00,8.0
2946,air_0b184ec04c741a6a,2016-04-24 00:00:00+00:00,
2947,air_0b184ec04c741a6a,2016-04-25 00:00:00+00:00,9.0
2948,air_0b184ec04c741a6a,2016-04-26 00:00:00+00:00,7.0
2949,air_0b184ec04c741a6a,2016-04-27 00:00:00+00:00,24.0
2950,air_0b184ec04c741a6a,2016-04-28 00:00:00+00:00,22.0
2951,air_0b184ec04c741a6a,2016-04-29 00:00:00+00:00,11.0
2952,air_0b184ec04c741a6a,2016-04-30 00:00:00+00:00,8.0
2953,air_0b184ec04c741a6a,2016-05-01 00:00:00+00:00,
2954,air_0b184ec04c741a6a,2016-05-02 00:00:00+00:00,2.0
2955,air_0b184ec04c741a6a,2016-05-03 00:00:00+00:00,
2956,air_0b184ec04c741a6a,2016-05-04 00:00:00+00:00,
2957,air_0b184ec04c741a6a,2016-05-05 00:00:00+00:00,
2958,air_0b184ec04c741a6a,2016-05-06 00:00:00+00:00,
2959,air_0b184ec04c741a6a,2016-05-07 00:00:00+00:00,
2960,air_0b184ec04c741a6a,2016-05-08 00:00:00+00:00,
2961,air_0b184ec04c741a6a,2016-05-09 00:00:00+00:00,12.0
2962,air_0b184ec04c741a6a,2016-05-10 00:00:00+00:00,
2963,air_0b184ec04c741a6a,2016-05-11 00:00:00+00:00,
2964,air_0b184ec04c741a6a,2016-05-12 00:00:00+00:00,
2965,air_0b184ec04c741a6a,2016-05-13 00:00:00+00:00,
2966,air_0b184ec04c741a6a,2016-05-14 00:00:00+00:00,
2967,air_0b184ec04c741a6a,2016-05-15 00:00:00+00:00,
2968,air_0b184ec04c741a6a,2016-05-16 00:00:00+00:00,
2969,air_0b184ec04c741a6a,2016-05-17 00:00:00+00:00,
2970,air_0b184ec04c741a6a,2016-05-18 00:00:00+00:00,
2971,air_0b184ec04c741a6a,2016-05-19 00:00:00+00:00,
2972,air_0b184ec04c741a6a,2016-05-20 00:00:00+00:00,
2973,air_0b184ec04c741a6a,2016-05-21 00:00:00+00:00,
2974,air_0b184ec04c741a6a,2016-05-22 00:00:00+00:00,
2975,air_0b184ec04c741a6a,2016-05-23 00:00:00+00:00,
2976,air_0b184ec04c741a6a,2016-05-24 00:00:00+00:00,
2977,air_0b184ec04c741a6a,2016-05-25 00:00:00+00:00,
2978,air_0b184ec04c741a6a,2016-05-26 00:00:00+00:00,
2979,air_0b184ec04c741a6a,2016-05-27 00:00:00+00:00,
2980,air_0b184ec04c741a6a,2016-05-28 00:00:00+00:00,
2981,air_0b184ec04c741a6a,2016-05-29 00:00:00+00:00,
2982,air_0b184ec04c741a6a,2016-05-30 00:00:00+00:00,
2983,air_0b184ec04c741a6a,2016-05-31 00:00:00+00:00,
2984,air_0b184ec04c741a6a,2016-06-01 00:00:00+00:00,
2985,air_0b184ec04c741a6a,2016-06-02 00:00:00+00:00,
2986,air_0b184ec04c741a6a,2016-06-03 00:00:00+00:00,
2987,air_0b184ec04c741a6a,2016-06-04 00:00:00+00:00,
2988,air_0b184ec04c741a6a,2016-06-05 00:00:00+00:00,
2989,air_0b184ec04c741a6a,2016-06-06 00:00:00+00:00,
2990,air_0b184ec04c741a6a,2016-06-07 00:00:00+00:00,
2991,air_0b184ec04c741a6a,2016-06-08 00:00:00+00:00,
2992,air_0b184ec04c741a6a,2016-06-09 00:00:00+00:00,
2993,air_0b184ec04c741a6a,2016-06-10 00:00:00+00:00,
2994,air_0b184ec04c741a6a,2016-06-11 00:00:00+00:00,
2995,air_0b184ec04c741a6a,2016-06-12 00:00:00+00:00,
2996,air_0b184ec04c741a6a,2016-06-13 00:00:00+00:00,
2997,air_0b184ec04c741a6a,2016-06-14 00:00:00+00:00,
2998,air_0b184ec04c741a6a,2016-06-15 00:00:00+00:00,
2999,air_0b184ec04c741a6a,2016-06-16 00:00:00+00:00,
3000,air_0b184ec04c741a6a,2016-06-17 00:00:00+00:00,
3001,air_0b184ec04c741a6a,2016-06-18 00:00:00+00:00,
3002,air_0b184ec04c741a6a,2016-06-19 00:00:00+00:00,
3003,air_0b184ec04c741a6a,2016-06-20 00:00:00+00:00,
3004,air_0b184ec04c741a6a,2016-06-21 00:00:00+00:00,
3005,air_0b184ec04c741a6a,2016-06-22 00:00:00+00:00,
3006,air_0b184ec04c741a6a,2016-06-23 00:00:00+00:00,
3007,air_0b184ec04c741a6a,2016-06-24 00:00:00+00:00,
3008,air_0b184ec04c741a6a,2016-06-25 00:00:00+00:00,
3009,air_0b184ec04c741a6a,2016-06-26 00:00:00+00:00,
3010,air_0b184ec04c741a6a,2016-06-27 00:00:00+00:00,
3011,air_0b184ec04c741a6a,2016-06-28 00:00:00+00:00,
3012,air_0b184ec04c741a6a,2016-06-29 00:00:00+00:00,
3013,air_0b184ec04c741a6a,2016-06-30 00:00:00+00:00,
3014,air_0b184ec04c741a6a,2016-07-01 00:00:00+00:00,
3015,air_0b184ec04c741a6a,2016-07-02 00:00:00+00:00,
3016,air_0b184ec04c741a6a,2016-07-03 00:00:00+00:00,
3017,air_0b184ec04c741a6a,2016-07-04 00:00:00+00:00,
3018,air_0b184ec04c741a6a,2016-07-05 00:00:00+00:00,
3019,air_0b184ec04c741a6a,2016-07-06 00:00:00+00:00,
3020,air_0b184ec04c741a6a,2016-07-07 00:00:00+00:00,
3021,air_0b184ec04c741a6a,2016-07-08 00:00:00+00:00,
3022,air_0b184ec04c741a6a,2016-07-09 00:00:00+00:00,
3023,air_0b184ec04c741a6a,2016-07-10 00:00:00+00:00,
3024,air_0b184ec04c741a6a,2016-07-11 00:00:00+00:00,
3025,air_0b184ec04c741a6a,2016-07-12 00:00:00+00:00,
3026,air_0b184ec04c741a6a,2016-07-13 00:00:00+00:00,
3027,air_0b184ec04c741a6a,2016-07-14 00:00:00+00:00,
3028,air_0b184ec04c741a6a,2016-07-15 00:00:00+00:00,
3029,air_0b184ec04c741a6a,2016-07-16 00:00:00+00:00,
3030,air_0b184ec04c741a6a,2016-07-17 00:00:00+00:00,
3031,air_0b184ec04c741a6a,2016-07-18 00:00:00+00:00,
3032,air_0b184ec04c741a6a,2016-07-19 00:00:00+00:00,
3033,air_0b184ec04c741a6a,2016-07-20 00:00:00+00:00,
3034,air_0b184ec04c741a6a,2016-07-21 00:00:00+00:00,
3035,air_0b184ec04c741a6a,2016-07-22 00:00:00+00:00,
3036,air_0b184ec04c741a6a,2016-07-23 00:00:00+00:00,
3037,air_0b184ec04c741a6a,2016-07-24 00:00:00+00:00,
3038,air_0b184ec04c741a6a,2016-07-25 00:00:00+00:00,
3039,air_0b184ec04c741a6a,2016-07-26 00:00:00+00:00,
3040,air_0b184ec04c741a6a,2016-07-27 00:00:00+00:00,
3041,air_0b184ec04c741a6a,2016-07-28 00:00:00+00:00,
3042,air_0b184ec04c741a6a,2016-07-29 00:00:00+00:00,
3043,air_0b184ec04c741a6a,2016-07-30 00:00:00+00:00,
3044,air_0b184ec04c741a6a,2016-07-31 00:00:00+00:00,
3045,air_0b184ec04c741a6a,2016-08-01 00:00:00+00:00,
3046,air_0b184ec04c741a6a,2016-08-02 00:00:00+00:00,
3047,air_0b184ec04c741a6a,2016-08-03 00:00:00+00:00,
3048,air_0b184ec04c741a6a,2016-08-04 00:00:00+00:00,
3049,air_0b184ec04c741a6a,2016-08-05 00:00:00+00:00,
3050,air_0b184ec04c741a6a,2016-08-06 00:00:00+00:00,
3051,air_0b184ec04c741a6a,2016-08-07 00:00:00+00:00,
3052,air_0b184ec04c741a6a,2016-08-08 00:00:00+00:00,
3053,air_0b184ec04c741a6a,2016-08-09 00:00:00+00:00,
3054,air_0b184ec04c741a6a,2016-08-10 00:00:00+00:00,
3055,air_0b184ec04c741a6a,2016-08-11 00:00:00+00:00,
3056,air_0b184ec04c741a6a,2016-08-12 00:00:00+00:00,
3057,air_0b184ec04c741a6a,2016-08-13 00:00:00+00:00,
3058,air_0b184ec04c741a6a,2016-08-14 00:00:00+00:00,
3059,air_0b184ec04c741a6a,2016-08-15 00:00:00+00:00,
3060,air_0b184ec04c741a6a,2016-08-16 00:00:00+00:00,
3061,air_0b184ec04c741a6a,2016-08-17 00:00:00+00:00,
3062,air_0b184ec04c741a6a,2016-08-18 00:00:00+00:00,
3063,air_0b184ec04c741a6a,2016-08-19 00:00:00+00:00,
3064,air_0b184ec04c741a6a,2016-08-20 00:00:00+00:00,
3065,air_0b184ec04c741a6a,2016-08-21 00:00:00+00:00,
3066,air_0b184ec04c741a6a,2016-08-22 00:00:00+00:00,
3067,air_0b184ec04c741a6a,2016-08-23 00:00:00+00:00,
3068,air_0b184ec04c741a6a,2016-08-24 00:00:00+00:00,
3069,air_0b184ec04c741a6a,2016-08-25 00:00:00+00:00,
3070,air_0b184ec04c741a6a,2016-08-26 00:00:00+00:00,
3071,air_0b184ec04c741a6a,2016-08-27 00:00:00+00:00,
3072,air_0b184ec04c741a6a,2016-08-28 00:00:00+00:00,
3073,air_0b184ec04c741a6a,2016-08-29 00:00:00+00:00,
3074,air_0b184ec04c741a6a,2016-08-30 00:00:00+00:00,
3075,air_0b184ec04c741a6a,2016-08-31 00:00:00+00:00,
3076,air_0b184ec04c741a6a,2016-09-01 00:00:00+00:00,
3077,air_0b184ec04c741a6a,2016-09-02 00:00:00+00:00,
3078,air_0b184ec04c741a6a,2016-09-03 00:00:00+00:00,
3079,air_0b184ec04c741a6a,2016-09-04 00:00:00+00:00,
3080,air_0b184ec04c741a6a,2016-09-05 00:00:00+00:00,
3081,air_0b184ec04c741a6a,2016-09-06 00:00:00+00:00,
3082,air_0b184ec04c741a6a,2016-09-07 00:00:00+00:00,
3083,air_0b184ec04c741a6a,2016-09-08 00:00:00+00:00,
3084,air_0b184ec04c741a6a,2016-09-09 00:00:00+00:00,
3085,air_0b184ec04c741a6a,2016-09-10 00:00:00+00:00,
3086,air_0b184ec04c741a6a,2016-09-11 00:00:00+00:00,
3087,air_0b184ec04c741a6a,2016-09-12 00:00:00+00:00,
3088,air_0b184ec04c741a6a,2016-09-13 00:00:00+00:00,
3089,air_0b184ec04c741a6a,2016-09-14 00:00:00+00:00,
3090,air_0b184ec04c741a6a,2016-09-15 00:00:00+00:00,
3091,air_0b184ec04c741a6a,2016-09-16 00:00:00+00:00,
3092,air_0b184ec04c741a6a,2016-09-17 00:00:00+00:00,
3093,air_0b184ec04c741a6a,2016-09-18 00:00:00+00:00,
3094,air_0b184ec04c741a6a,2016-09-19 00:00:00+00:00,
3095,air_0b184ec04c741a6a,2016-09-20 00:00:00+00:00,
3096,air_0b184ec04c741a6a,2016-09-21 00:00:00+00:00,
3097,air_0b184ec04c741a6a,2016-09-22 00:00:00+00:00,
3098,air_0b184ec04c741a6a,2016-09-23 00:00:00+00:00,
3099,air_0b184ec04c741a6a,2016-09-24 00:00:00+00:00,
3100,air_0b184ec04c741a6a,2016-09-25 00:00:00+00:00,
3101,air_0b184ec04c741a6a,2016-09-26 00:00:00+00:00,
3102,air_0b184ec04c741a6a,2016-09-27 00:00:00+00:00,
3103,air_0b184ec04c741a6a,2016-09-28 00:00:00+00:00,
3104,air_0b184ec04c741a6a,2016-09-29 00:00:00+00:00,
3105,air_0b184ec04c741a6a,2016-09-30 00:00:00+00:00,
3106,air_0b184ec04c741a6a,2016-10-01 00:00:00+00:00,
3107,air_0b184ec04c741a6a,2016-10-02 00:00:00+00:00,
3108,air_0b184ec04c741a6a,2016-10-03 00:00:00+00:00,
3109,air_0b184ec04c741a6a,2016-10-04 00:00:00+00:00,
3110,air_0b184ec04c741a6a,2016-10-05 00:00:00+00:00,
3111,air_0b184ec04c741a6a,2016-10-06 00:00:00+00:00,
3112,air_0b184ec04c741a6a,2016-10-07 00:00:00+00:00,
3113,air_0b184ec04c741a6a,2016-10-08 00:00:00+00:00,
3114,air_0b184ec04c741a6a,2016-10-09 00:00:00+00:00,
3115,air_0b184ec04c741a6a,2016-10-10 00:00:00+00:00,
3116,air_0b184ec04c741a6a,2016-10-11 00:00:00+00:00,
3117,air_0b184ec04c741a6a,2016-10-12 00:00:00+00:00,
3118,air_0b184ec04c741a6a,2016-10-13 00:00:00+00:00,
3119,air_0b184ec04c741a6a,2016-10-14 00:00:00+00:00,
3120,air_0b184ec04c741a6a,2016-10-15 00:00:00+00:00,
3121,air_0b184ec04c741a6a,2016-10-16 00:00:00+00:00,
3122,air_0b184ec04c741a6a,2016-10-17 00:00:00+00:00,
3123,air_0b184ec04c741a6a,2016-10-18 00:00:00+00:00,
3124,air_0b184ec04c741a6a,2016-10-19 00:00:00+00:00,
3125,air_0b184ec04c741a6a,2016-10-20 00:00:00+00:00,
3126,air_0b184ec04c741a6a,2016-10-21 00:00:00+00:00,
3127,air_0b184ec04c741a6a,2016-10-22 00:00:00+00:00,
3128,air_0b184ec04c741a6a,2016-10-23 00:00:00+00:00,
3129,air_0b184ec04c741a6a,2016-10-24 00:00:00+00:00,
3130,air_0b184ec04c741a6a,2016-10-25 00:00:00+00:00,
3131,air_0b184ec04c741a6a,2016-10-26 00:00:00+00:00,
3132,air_0b184ec04c741a6a,2016-10-27 00:00:00+00:00,
3133,air_0b184ec04c741a6a,2016-10-28 00:00:00+00:00,4.0
3134,air_0b184ec04c741a6a,2016-10-29 00:00:00+00:00,
3135,air_0b184ec04c741a6a,2016-10-30 00:00:00+00:00,
3136,air_0b184ec04c741a6a,2016-10-31 00:00:00+00:00,
3137,air_0b184ec04c741a6a,2016-11-01 00:00:00+00:00,7.0
3138,air_0b184ec04c741a6a,2016-11-02 00:00:00+00:00,
3139,air_0b184ec04c741a6a,2016-11-03 00:00:00+00:00,12.0
3140,air_0b184ec04c741a6a,2016-11-04 00:00:00+00:00,
3141,air_0b184ec04c741a6a,2016-11-05 00:00:00+00:00,
3142,air_0b184ec04c741a6a,2016-11-06 00:00:00+00:00,
3143,air_0b184ec04c741a6a,2016-11-07 00:00:00+00:00,
3144,air_0b184ec04c741a6a,2016-11-08 00:00:00+00:00,4.0
3145,air_0b184ec04c741a6a,2016-11-09 00:00:00+00:00,6.0
3146,air_0b184ec04c741a6a,2016-11-10 00:00:00+00:00,9.0
3147,air_0b184ec04c741a6a,2016-11-11 00:00:00+00:00,7.0
3148,air_0b184ec04c741a6a,2016-11-12 00:00:00+00:00,10.0
3149,air_0b184ec04c741a6a,2016-11-13 00:00:00+00:00,
3150,air_0b184ec04c741a6a,2016-11-14 00:00:00+00:00,5.0
3151,air_0b184ec04c741a6a,2016-11-15 00:00:00+00:00,4.0
3152,air_0b184ec04c741a6a,2016-11-16 00:00:00+00:00,5.0
3153,air_0b184ec04c741a6a,2016-11-17 00:00:00+00:00,9.0
3154,air_0b184ec04c741a6a,2016-11-18 00:00:00+00:00,4.0
